id,name,record_type,record_id,blob_id,created_at
693,video,Spree::Product,956,693,2020-09-09 13:09:33.583861
695,video,Spree::Product,957,695,2020-09-09 13:09:52.233010
696,attachment,Spree::Asset,291,696,2020-09-09 13:10:54.917334
697,attachment,Spree::Asset,292,697,2020-09-09 13:11:04.822661
698,attachment,Spree::Asset,293,698,2020-09-09 13:14:26.350607
700,video,Spree::Product,1064,700,2020-09-09 13:22:25.773065
702,video,Spree::Product,877,702,2020-09-10 06:40:58.814273
703,attachment,Spree::Asset,294,703,2020-09-10 06:42:15.607650
704,attachment,Spree::Asset,295,704,2020-09-10 11:36:12.894611
706,video,Spree::Product,2462,706,2020-09-10 11:36:34.083039
708,video,Spree::Product,958,708,2020-09-10 11:38:11.916601
709,attachment,Spree::Asset,296,709,2020-09-10 11:38:36.496851
710,attachment,Spree::Asset,297,710,2020-09-10 12:02:10.756179
712,video,Spree::Product,900,712,2020-09-10 12:03:47.725257
713,attachment,Spree::Asset,298,713,2020-09-10 13:10:50.435425
716,video,Spree::Product,2253,716,2020-09-10 13:12:02.200126
720,video,Spree::Product,2256,720,2020-09-10 13:14:16.115038
724,video,Spree::Product,231,724,2020-09-10 13:17:06.509607
726,video,Spree::Product,1143,726,2020-09-10 13:18:12.493403
727,attachment,Spree::Asset,304,727,2020-09-10 13:22:34.654036
730,video,Spree::Product,1651,730,2020-09-10 13:26:18.930046
732,video,Spree::Product,232,732,2020-09-10 13:27:16.417190
734,video,Spree::Product,171,734,2020-09-10 13:28:31.105637
736,video,Spree::Product,2463,736,2020-09-10 13:33:17.796435
740,video,Spree::Product,2464,740,2020-09-10 13:42:21.544572
742,video,Spree::Product,2465,742,2020-09-10 13:44:00.788912
745,video,Spree::Product,133,745,2020-09-10 13:45:45.304566
747,video,Spree::Product,134,747,2020-09-10 13:47:20.454017
749,video,Spree::Product,2466,749,2020-09-10 13:48:49.157175
751,attachment,Spree::Asset,310,751,2020-09-10 13:50:26.343068
753,video,Spree::Product,169,753,2020-09-10 13:50:54.625845
755,video,Spree::Product,173,755,2020-09-10 13:51:38.570020
757,video,Spree::Product,146,757,2020-09-10 13:52:28.753280
759,video,Spree::Product,148,759,2020-09-11 09:40:08.232289
761,video,Spree::Product,2295,761,2020-09-11 09:41:26.894763
765,video,Spree::Product,2270,765,2020-09-11 09:44:05.337459
767,video,Spree::Product,2271,767,2020-09-11 09:44:35.243279
771,video,Spree::Product,2272,771,2020-09-11 09:49:01.280991
773,video,Spree::Product,2267,773,2020-09-11 09:50:54.747681
777,video,Spree::Product,2297,777,2020-09-11 09:53:36.804794
779,video,Spree::Product,2269,779,2020-09-11 09:54:16.135514
781,attachment,Spree::Asset,318,781,2020-09-11 09:55:51.647814
783,video,Spree::Product,1613,783,2020-09-11 09:56:32.389786
785,video,Spree::Product,1614,785,2020-09-11 09:57:49.792481
786,attachment,Spree::Asset,319,786,2020-09-11 09:58:59.648966
790,video,Spree::Product,220,790,2020-09-11 10:02:15.863275
792,video,Spree::Product,222,792,2020-09-11 10:03:04.704990
794,video,Spree::Product,480,794,2020-09-11 10:04:30.872149
798,video,Spree::Product,479,798,2020-09-11 10:06:44.023451
800,video,Spree::Product,1571,800,2020-09-11 10:10:39.744954
802,attachment,Spree::Asset,323,802,2020-09-11 10:18:58.698864
804,video,Spree::Product,19,804,2020-09-11 10:19:46.294858
806,video,Spree::Product,896,806,2020-09-11 10:22:29.461934
807,attachment,Spree::Asset,324,807,2020-09-11 10:23:07.793259
808,attachment,Spree::Asset,325,808,2020-09-11 11:15:29.636885
810,video,Spree::Product,1034,810,2020-09-11 11:16:19.404417
812,video,Spree::Product,1113,812,2020-09-11 11:17:50.152428
813,attachment,Spree::Asset,326,813,2020-09-11 11:18:12.909936
815,video,Spree::Product,1042,815,2020-09-11 11:20:29.749641
817,video,Spree::Product,1041,817,2020-09-11 11:20:49.685469
819,video,Spree::Product,1040,819,2020-09-11 11:21:39.870667
821,video,Spree::Product,1039,821,2020-09-11 11:21:51.489652
822,attachment,Spree::Asset,327,822,2020-09-11 11:22:20.166814
823,attachment,Spree::Asset,328,823,2020-09-11 11:22:26.139507
824,attachment,Spree::Asset,329,824,2020-09-11 11:22:31.900637
825,attachment,Spree::Asset,330,825,2020-09-11 11:22:36.721969
826,attachment,Spree::Asset,331,826,2020-09-11 12:12:27.508819
828,video,Spree::Product,1124,828,2020-09-11 12:12:51.126312
830,video,Spree::Product,914,830,2020-09-11 12:17:28.452784
832,video,Spree::Product,915,832,2020-09-11 12:17:51.411972
834,video,Spree::Product,916,834,2020-09-11 12:18:04.161333
835,attachment,Spree::Asset,332,835,2020-09-11 12:18:26.756197
836,attachment,Spree::Asset,333,836,2020-09-11 12:18:34.687154
837,attachment,Spree::Asset,334,837,2020-09-11 12:18:43.970316
839,video,Spree::Product,917,839,2020-09-11 12:20:43.407132
840,attachment,Spree::Asset,335,840,2020-09-11 12:21:35.857780
842,video,Spree::Product,1004,842,2020-09-11 12:23:23.327840
843,attachment,Spree::Asset,336,843,2020-09-11 12:24:15.663422
844,attachment,Spree::Asset,337,844,2020-09-11 12:25:28.786806
846,video,Spree::Product,918,846,2020-09-11 12:25:51.227571
848,video,Spree::Product,919,848,2020-09-11 12:27:05.119786
850,video,Spree::Product,920,850,2020-09-11 12:27:17.664706
851,attachment,Spree::Asset,338,851,2020-09-11 12:27:41.537231
852,attachment,Spree::Asset,339,852,2020-09-11 12:27:48.411196
854,video,Spree::Product,950,854,2020-09-11 12:28:59.817564
855,attachment,Spree::Asset,340,855,2020-09-11 12:30:23.964150
857,video,Spree::Product,921,857,2020-09-11 12:45:32.995493
858,attachment,Spree::Asset,341,858,2020-09-11 12:48:24.401969
859,attachment,Spree::Asset,342,859,2020-09-11 12:55:40.351206
860,attachment,Spree::Asset,343,860,2020-09-11 12:55:49.851339
862,video,Spree::Product,1078,862,2020-09-11 12:56:22.341256
864,video,Spree::Product,1079,864,2020-09-11 12:57:07.189219
866,video,Spree::Product,990,866,2020-09-11 13:02:56.665702
867,attachment,Spree::Asset,344,867,2020-09-11 13:03:32.842043
868,attachment,Spree::Asset,345,868,2020-09-11 13:09:00.124232
870,video,Spree::Product,1084,870,2020-09-11 13:14:12.978637
872,video,Spree::Product,1085,872,2020-09-11 13:17:03.265492
873,attachment,Spree::Asset,346,873,2020-09-11 13:18:46.083577
874,attachment,Spree::Asset,347,874,2020-09-11 13:19:24.491390
876,video,Spree::Product,991,876,2020-09-11 13:20:02.652324
878,video,Spree::Product,995,878,2020-09-11 13:21:56.477242
879,attachment,Spree::Asset,348,879,2020-09-11 13:22:21.297884
880,attachment,Spree::Asset,349,880,2020-09-11 13:24:17.446228
882,video,Spree::Product,1038,882,2020-09-11 13:26:07.128457
884,video,Spree::Product,1096,884,2020-09-11 13:26:59.623626
885,attachment,Spree::Asset,350,885,2020-09-11 13:27:42.829398
886,attachment,Spree::Asset,351,886,2020-09-11 13:29:17.371147
888,video,Spree::Product,1099,888,2020-09-11 13:29:48.811681
890,video,Spree::Product,1022,890,2020-09-11 13:31:31.635106
891,attachment,Spree::Asset,352,891,2020-09-11 13:32:48.571323
892,attachment,Spree::Asset,353,892,2020-09-11 13:36:16.394875
894,video,Spree::Product,965,894,2020-09-11 13:36:47.951124
896,video,Spree::Product,1123,896,2020-09-11 13:39:19.533776
897,attachment,Spree::Asset,354,897,2020-09-11 13:40:30.444078
898,attachment,Spree::Asset,355,898,2020-09-11 13:43:29.442242
900,video,Spree::Product,79,900,2020-09-11 13:43:58.893705
902,video,Spree::Product,68,902,2020-09-11 14:04:23.237523
903,attachment,Spree::Asset,356,903,2020-09-11 14:05:38.459433
904,attachment,Spree::Asset,357,904,2020-09-14 07:25:24.422578
906,video,Spree::Product,33,906,2020-09-14 07:27:19.121419
908,video,Spree::Product,83,908,2020-09-14 07:33:24.075779
909,attachment,Spree::Asset,358,909,2020-09-14 07:35:16.879928
910,attachment,Spree::Asset,359,910,2020-09-14 07:36:21.145346
912,video,Spree::Product,31,912,2020-09-14 07:39:51.976810
914,video,Spree::Product,78,914,2020-09-14 07:54:05.443460
915,attachment,Spree::Asset,360,915,2020-09-14 07:55:02.696573
916,attachment,Spree::Asset,361,916,2020-09-14 07:58:00.136876
918,video,Spree::Product,883,918,2020-09-14 07:58:35.932020
920,video,Spree::Product,123,920,2020-09-14 08:04:06.582426
921,attachment,Spree::Asset,362,921,2020-09-14 08:05:49.909432
922,attachment,Spree::Asset,363,922,2020-09-14 08:10:12.301849
924,video,Spree::Product,1630,924,2020-09-14 08:11:00.440366
926,video,Spree::Product,1389,926,2020-09-14 08:14:13.456788
930,video,Spree::Product,147,930,2020-09-14 08:16:30.840678
932,video,Spree::Product,138,932,2020-09-14 08:17:15.319796
934,video,Spree::Product,135,934,2020-09-14 08:17:59.737864
936,video,Spree::Product,154,936,2020-09-14 08:19:01.407465
937,attachment,Spree::Asset,366,937,2020-09-14 08:19:32.175016
939,video,Spree::Product,2471,939,2020-09-14 08:59:58.396323
943,video,Spree::Product,2472,943,2020-09-14 09:04:38.952760
945,video,Spree::Product,161,945,2020-09-14 09:19:07.158186
947,video,Spree::Product,144,947,2020-09-14 09:19:58.782423
949,video,Spree::Product,1388,949,2020-09-14 09:20:54.969530
950,attachment,Spree::Asset,369,950,2020-09-14 09:21:24.797460
952,video,Spree::Product,2473,952,2020-09-14 09:47:45.850427
953,attachment,Spree::Asset,370,953,2020-09-14 09:50:43.508276
955,video,Spree::Product,1286,955,2020-09-14 09:55:05.400932
956,attachment,Spree::Asset,371,956,2020-09-14 09:55:38.700086
957,attachment,Spree::Asset,372,957,2020-09-14 09:57:35.066085
959,video,Spree::Product,1334,959,2020-09-14 09:57:56.982809
961,video,Spree::Product,1351,961,2020-09-14 09:59:12.868168
965,video,Spree::Product,1352,965,2020-09-14 10:01:25.646147
967,video,Spree::Product,1357,967,2020-09-14 10:02:35.504255
968,attachment,Spree::Asset,375,968,2020-09-14 10:03:18.058862
971,video,Spree::Product,1356,971,2020-09-14 10:04:37.421129
973,video,Spree::Product,1321,973,2020-09-14 10:05:28.270727
974,attachment,Spree::Asset,377,974,2020-09-14 10:06:24.114414
977,video,Spree::Product,1323,977,2020-09-14 10:07:47.874623
979,video,Spree::Product,1829,979,2020-09-14 10:08:38.387711
981,video,Spree::Product,1830,981,2020-09-14 10:09:09.273475
983,video,Spree::Product,1832,983,2020-09-14 10:09:49.215632
987,video,Spree::Product,1833,987,2020-09-14 10:11:04.620679
989,video,Spree::Product,1834,989,2020-09-14 10:11:35.690675
993,video,Spree::Product,1835,993,2020-09-14 10:12:47.155241
995,video,Spree::Product,1820,995,2020-09-14 10:14:12.934174
999,video,Spree::Product,1826,999,2020-09-14 10:17:08.713373
1001,video,Spree::Product,2474,1001,2020-09-14 10:18:31.039720
1005,video,Spree::Product,1824,1005,2020-09-14 10:20:32.853156
1007,video,Spree::Product,1825,1007,2020-09-14 10:21:08.780070
1011,video,Spree::Product,1839,1011,2020-09-14 10:23:41.314505
1013,video,Spree::Product,1841,1013,2020-09-14 10:24:40.986972
1016,video,Spree::Product,1293,1016,2020-09-14 10:26:10.103268
1019,video,Spree::Product,1553,1019,2020-09-14 10:27:48.112104
1023,video,Spree::Product,1556,1023,2020-09-14 13:03:26.957090
1025,video,Spree::Product,2447,1025,2020-09-14 13:05:10.779258
1028,video,Spree::Product,482,1028,2020-09-14 13:07:21.173120
1030,video,Spree::Product,481,1030,2020-09-14 13:07:45.120932
1035,video,Spree::Product,486,1035,2020-09-14 13:09:59.162573
1037,video,Spree::Product,420,1037,2020-09-14 13:11:57.611563
1039,video,Spree::Product,487,1039,2020-09-14 13:13:55.322733
1041,attachment,Spree::Asset,397,1041,2020-09-14 13:23:59.431621
1043,video,Spree::Product,2475,1043,2020-09-14 13:24:44.592619
1045,video,Spree::Product,2477,1045,2020-09-14 14:29:40.679927
1046,attachment,Spree::Asset,398,1046,2020-09-14 14:35:04.564863
1048,video,Spree::Product,236,1048,2020-09-15 09:40:58.229886
1050,video,Spree::Product,1044,1050,2020-09-15 09:41:42.787845
1051,attachment,Spree::Asset,399,1051,2020-09-15 09:42:31.050573
1052,attachment,Spree::Asset,400,1052,2020-09-15 09:43:36.935956
1054,video,Spree::Product,955,1054,2020-09-15 09:43:57.911132
1056,video,Spree::Product,927,1056,2020-09-15 09:45:12.578044
1057,attachment,Spree::Asset,401,1057,2020-09-15 09:45:37.063016
1059,video,Spree::Product,1874,1059,2020-09-15 09:46:30.071617
1061,video,Spree::Product,1993,1061,2020-09-15 09:47:42.546215
1063,video,Spree::Product,1996,1063,2020-09-15 09:48:11.023860
1065,video,Spree::Product,1875,1065,2020-09-15 09:48:59.595304
1067,video,Spree::Product,1889,1067,2020-09-15 09:49:14.806407
1069,video,Spree::Product,2000,1069,2020-09-15 09:49:41.890137
1071,video,Spree::Product,239,1071,2020-09-15 09:50:23.418641
1073,video,Spree::Product,617,1073,2020-09-15 09:51:02.104145
1076,video,Spree::Product,492,1076,2020-09-15 09:52:35.308981
1080,video,Spree::Product,491,1080,2020-09-15 09:54:03.062145
1082,video,Spree::Product,189,1082,2020-09-15 09:54:43.328288
1086,video,Spree::Product,497,1086,2020-09-15 09:57:01.309233
1088,video,Spree::Product,495,1088,2020-09-15 09:57:30.892223
1090,video,Spree::Product,1738,1090,2020-09-15 09:59:13.920006
1092,video,Spree::Product,691,1092,2020-09-15 10:00:12.457892
1093,attachment,Spree::Asset,407,1093,2020-09-15 10:00:32.081236
1095,video,Spree::Product,627,1095,2020-09-15 10:03:29.793822
1097,video,Spree::Product,2288,1097,2020-09-15 10:04:12.089905
1100,video,Spree::Product,1500,1100,2020-09-15 10:06:02.071967
1102,video,Spree::Product,1501,1102,2020-09-15 10:06:34.823857
1104,video,Spree::Product,2480,1104,2020-09-15 10:12:25.872735
1106,video,Spree::Product,2481,1106,2020-09-15 10:15:06.024804
1108,video,Spree::Product,2482,1108,2020-09-15 10:16:48.369729
1110,video,Spree::Product,1525,1110,2020-09-15 10:17:24.485845
1112,video,Spree::Product,1518,1112,2020-09-15 10:17:57.037037
1114,video,Spree::Product,2287,1114,2020-09-15 10:18:28.869719
1116,video,Spree::Product,2028,1116,2020-09-15 10:19:25.453503
1122,video,Spree::Product,1787,1122,2020-09-15 13:50:32.496003
1124,video,Spree::Product,1494,1124,2020-09-15 13:53:00.192245
1126,video,Spree::Product,503,1126,2020-09-15 13:59:13.051335
1130,video,Spree::Product,502,1130,2020-09-15 14:07:25.962575
1132,video,Spree::Product,1596,1132,2020-09-15 14:44:24.572959
1134,video,Spree::Product,1593,1134,2020-09-15 14:45:40.798404
1136,video,Spree::Product,2086,1136,2020-09-15 14:46:30.496107
1138,video,Spree::Product,2036,1138,2020-09-15 14:48:47.772459
1140,video,Spree::Product,2071,1140,2020-09-15 14:52:53.084859
1143,video,Spree::Product,1740,1143,2020-09-15 14:55:02.419907
1145,video,Spree::Product,216,1145,2020-09-15 14:55:33.007116
1147,video,Spree::Product,219,1147,2020-09-15 14:55:56.573011
1149,video,Spree::Product,212,1149,2020-09-15 14:56:17.553570
1151,video,Spree::Product,213,1151,2020-09-15 14:56:41.032960
1162,attachment,Spree::Asset,160,1162,2020-09-17 09:14:05.000023
1163,attachment,Spree::Asset,418,1163,2020-09-17 09:14:11.641437
1164,attachment,Spree::Asset,419,1164,2020-09-17 09:14:17.711593
1165,attachment,Spree::Asset,301,1165,2020-09-17 09:16:55.288678
1166,attachment,Spree::Asset,420,1166,2020-09-17 09:17:01.230192
1167,attachment,Spree::Asset,421,1167,2020-09-17 09:18:27.678227
1168,attachment,Spree::Asset,422,1168,2020-09-17 09:18:35.174139
1169,attachment,Spree::Asset,423,1169,2020-09-17 09:21:35.504020
1170,attachment,Spree::Asset,424,1170,2020-09-17 09:21:41.134222
1171,attachment,Spree::Asset,425,1171,2020-09-17 09:23:29.345435
1172,attachment,Spree::Asset,426,1172,2020-09-17 09:23:38.512450
1173,attachment,Spree::Asset,427,1173,2020-09-17 09:24:58.748330
1174,attachment,Spree::Asset,428,1174,2020-09-17 09:25:04.579113
1175,attachment,Spree::Asset,206,1175,2020-09-17 09:27:39.174420
1176,attachment,Spree::Asset,203,1176,2020-09-17 09:29:28.734507
1177,attachment,Spree::Asset,429,1177,2020-09-17 09:29:38.305749
1178,attachment,Spree::Asset,430,1178,2020-09-17 09:43:27.139908
1179,attachment,Spree::Asset,431,1179,2020-09-17 09:43:35.523943
1180,attachment,Spree::Asset,232,1180,2020-09-17 09:44:04.800902
1181,attachment,Spree::Asset,432,1181,2020-09-17 09:44:13.258619
1182,attachment,Spree::Asset,433,1182,2020-09-17 09:47:17.688737
1183,attachment,Spree::Asset,380,1183,2020-09-17 10:35:31.477942
1184,attachment,Spree::Asset,434,1184,2020-09-17 10:35:45.008645
1185,attachment,Spree::Asset,379,1185,2020-09-17 10:36:12.948929
1186,attachment,Spree::Asset,435,1186,2020-09-17 10:36:23.481080
1187,attachment,Spree::Asset,436,1187,2020-09-17 10:37:53.728720
1188,attachment,Spree::Asset,437,1188,2020-09-17 10:38:00.072915
1189,attachment,Spree::Asset,88,1189,2020-09-17 10:38:44.047256
1190,attachment,Spree::Asset,438,1190,2020-09-17 10:39:52.605481
1191,attachment,Spree::Asset,239,1191,2020-09-17 10:40:56.146620
1192,attachment,Spree::Asset,439,1192,2020-09-17 10:41:09.062197
1193,attachment,Spree::Asset,300,1193,2020-09-17 10:42:02.996350
1194,attachment,Spree::Asset,440,1194,2020-09-17 10:42:11.746514
1195,attachment,Spree::Asset,316,1195,2020-09-17 10:43:53.254678
1196,attachment,Spree::Asset,441,1196,2020-09-17 10:44:01.069331
1197,attachment,Spree::Asset,442,1197,2020-09-17 10:44:08.642327
1198,attachment,Spree::Asset,443,1198,2020-09-17 10:44:16.781082
1199,attachment,Spree::Asset,444,1199,2020-09-17 10:47:37.810573
1200,attachment,Spree::Asset,445,1200,2020-09-17 10:47:44.571342
1201,attachment,Spree::Asset,446,1201,2020-09-17 10:50:50.635110
1202,attachment,Spree::Asset,447,1202,2020-09-17 10:51:07.452776
1203,attachment,Spree::Asset,448,1203,2020-09-17 10:52:10.994472
1204,attachment,Spree::Asset,449,1204,2020-09-17 10:52:18.151680
1205,attachment,Spree::Asset,450,1205,2020-09-17 11:18:04.167638
1206,attachment,Spree::Asset,451,1206,2020-09-17 11:18:10.736519
1207,attachment,Spree::Asset,452,1207,2020-09-17 11:20:25.379552
1208,attachment,Spree::Asset,453,1208,2020-09-17 11:24:03.727736
1209,attachment,Spree::Asset,454,1209,2020-09-17 11:25:20.141231
1210,attachment,Spree::Asset,455,1210,2020-09-17 11:25:29.886138
1211,attachment,Spree::Asset,456,1211,2020-09-17 11:28:35.433160
1212,attachment,Spree::Asset,457,1212,2020-09-17 11:28:42.352595
1213,attachment,Spree::Asset,458,1213,2020-09-17 11:28:50.769598
1214,attachment,Spree::Asset,459,1214,2020-09-17 11:29:06.160231
1215,attachment,Spree::Asset,460,1215,2020-09-17 11:29:18.509791
1216,attachment,Spree::Asset,461,1216,2020-09-17 11:29:25.471229
1217,attachment,Spree::Asset,180,1217,2020-09-17 11:31:12.927635
1218,attachment,Spree::Asset,462,1218,2020-09-17 12:49:50.883001
1219,attachment,Spree::Asset,463,1219,2020-09-17 12:49:58.454457
1220,attachment,Spree::Asset,464,1220,2020-09-17 12:50:08.221569
1221,attachment,Spree::Asset,465,1221,2020-09-17 12:50:38.903488
1222,attachment,Spree::Asset,466,1222,2020-09-17 12:51:09.931845
1223,attachment,Spree::Asset,467,1223,2020-09-17 12:51:18.847068
1224,attachment,Spree::Asset,275,1224,2020-09-17 12:52:58.786469
1225,attachment,Spree::Asset,468,1225,2020-09-17 12:53:06.273273
1226,attachment,Spree::Asset,469,1226,2020-09-17 12:54:54.887126
1227,attachment,Spree::Asset,470,1227,2020-09-17 12:55:07.489857
1228,attachment,Spree::Asset,471,1228,2020-09-17 12:56:04.459158
1229,attachment,Spree::Asset,472,1229,2020-09-17 12:56:11.051262
1230,attachment,Spree::Asset,473,1230,2020-09-17 12:56:52.657679
1231,attachment,Spree::Asset,474,1231,2020-09-17 13:03:48.899106
1232,attachment,Spree::Asset,475,1232,2020-09-17 13:03:57.531835
1233,attachment,Spree::Asset,476,1233,2020-09-17 13:04:58.591623
1234,attachment,Spree::Asset,477,1234,2020-09-17 13:05:30.880732
1235,attachment,Spree::Asset,478,1235,2020-09-17 13:06:58.220180
1236,attachment,Spree::Asset,479,1236,2020-09-17 13:07:06.230041
1237,attachment,Spree::Asset,480,1237,2020-09-17 13:12:50.729936
1238,attachment,Spree::Asset,481,1238,2020-09-17 13:13:24.350145
1239,attachment,Spree::Asset,482,1239,2020-09-17 13:15:01.418301
1240,attachment,Spree::Asset,483,1240,2020-09-18 08:34:29.573943
1242,attachment,Spree::Asset,485,1242,2020-09-18 08:37:24.387618
1243,attachment,Spree::Asset,486,1243,2020-09-18 08:38:18.583108
1244,attachment,Spree::Asset,487,1244,2020-09-18 08:38:49.169266
1245,attachment,Spree::Asset,488,1245,2020-09-18 08:38:55.767751
1246,attachment,Spree::Asset,489,1246,2020-09-18 08:40:56.777111
1247,attachment,Spree::Asset,490,1247,2020-09-18 08:43:06.499828
1248,attachment,Spree::Asset,411,1248,2020-09-18 08:47:46.597217
1249,attachment,Spree::Asset,491,1249,2020-09-18 08:47:53.197301
1250,attachment,Spree::Asset,405,1250,2020-09-18 08:48:34.103492
1251,attachment,Spree::Asset,492,1251,2020-09-18 08:48:56.662865
1252,attachment,Spree::Asset,395,1252,2020-09-18 08:49:36.077842
1253,attachment,Spree::Asset,493,1253,2020-09-18 08:49:46.945682
1254,attachment,Spree::Asset,320,1254,2020-09-18 08:53:00.055277
1255,attachment,Spree::Asset,494,1255,2020-09-18 08:53:19.385001
1256,attachment,Spree::Asset,495,1256,2020-09-18 08:55:26.324954
1257,attachment,Spree::Asset,496,1257,2020-09-18 08:55:33.417906
1258,attachment,Spree::Asset,393,1258,2020-09-18 08:55:43.227629
1259,attachment,Spree::Asset,497,1259,2020-09-18 08:55:51.134450
1260,attachment,Spree::Asset,498,1260,2020-09-18 08:57:30.091859
1261,attachment,Spree::Asset,499,1261,2020-09-18 08:57:35.800640
1262,attachment,Spree::Asset,412,1262,2020-09-18 08:58:16.306761
1263,attachment,Spree::Asset,500,1263,2020-09-18 08:58:23.521338
1264,attachment,Spree::Asset,501,1264,2020-09-18 08:58:51.473539
1265,attachment,Spree::Asset,502,1265,2020-09-18 08:58:58.851075
1266,attachment,Spree::Asset,406,1266,2020-09-18 09:01:57.249401
1267,attachment,Spree::Asset,503,1267,2020-09-18 09:02:28.658951
1268,attachment,Spree::Asset,394,1268,2020-09-18 09:03:01.291442
1269,attachment,Spree::Asset,504,1269,2020-09-18 09:03:10.165155
1270,attachment,Spree::Asset,505,1270,2020-09-18 09:03:31.793617
1271,attachment,Spree::Asset,506,1271,2020-09-18 09:03:37.916008
1272,attachment,Spree::Asset,507,1272,2020-09-18 09:05:38.019676
1273,attachment,Spree::Asset,404,1273,2020-09-18 09:07:01.506771
1274,attachment,Spree::Asset,321,1274,2020-09-18 09:09:01.033320
1275,attachment,Spree::Asset,508,1275,2020-09-18 09:09:31.585790
1276,attachment,Spree::Asset,509,1276,2020-09-18 09:10:59.125210
1277,attachment,Spree::Asset,510,1277,2020-09-18 09:11:16.457678
1278,attachment,Spree::Asset,403,1278,2020-09-18 09:11:44.435673
1279,attachment,Spree::Asset,511,1279,2020-09-18 09:12:42.540525
1280,attachment,Spree::Asset,512,1280,2020-09-18 09:13:05.376817
1281,attachment,Spree::Asset,513,1281,2020-09-18 09:16:08.042052
1282,attachment,Spree::Asset,514,1282,2020-09-18 09:18:42.991880
1283,attachment,Spree::Asset,515,1283,2020-09-18 09:20:11.736557
1284,attachment,Spree::Asset,516,1284,2020-09-18 09:21:10.262673
1285,attachment,Spree::Asset,517,1285,2020-09-18 09:21:17.132745
1286,attachment,Spree::Asset,518,1286,2020-09-18 10:07:30.577652
1287,attachment,Spree::Asset,519,1287,2020-09-18 10:07:58.969149
1288,attachment,Spree::Asset,520,1288,2020-09-18 10:08:27.993429
1289,attachment,Spree::Asset,521,1289,2020-09-18 10:09:12.052801
1290,attachment,Spree::Asset,522,1290,2020-09-18 10:12:37.787133
1291,attachment,Spree::Asset,523,1291,2020-09-18 10:13:09.034552
1292,attachment,Spree::Asset,524,1292,2020-09-18 10:13:29.641122
1293,attachment,Spree::Asset,525,1293,2020-09-18 10:19:31.203630
1294,attachment,Spree::Asset,526,1294,2020-09-18 10:20:41.781750
1295,attachment,Spree::Asset,527,1295,2020-09-18 10:22:57.592653
1296,attachment,Spree::Asset,528,1296,2020-09-18 11:21:06.118146
1297,attachment,Spree::Asset,529,1297,2020-09-18 11:21:44.403635
1298,attachment,Spree::Asset,530,1298,2020-09-18 11:23:59.468095
1299,attachment,Spree::Asset,531,1299,2020-09-18 11:40:41.295209
1300,attachment,Spree::Asset,532,1300,2020-09-18 11:41:16.713686
1301,attachment,Spree::Asset,533,1301,2020-09-18 11:42:07.609924
1302,attachment,Spree::Asset,534,1302,2020-09-18 11:42:49.590350
1303,attachment,Spree::Asset,535,1303,2020-09-18 11:43:40.871568
1304,attachment,Spree::Asset,536,1304,2020-09-18 11:43:50.134698
1305,attachment,Spree::Asset,537,1305,2020-09-18 11:43:58.908629
1306,attachment,Spree::Asset,538,1306,2020-09-18 11:44:32.957780
1307,attachment,Spree::Asset,539,1307,2020-09-18 11:45:47.299290
1308,attachment,Spree::Asset,540,1308,2020-09-18 11:46:46.742966
1309,attachment,Spree::Asset,402,1309,2020-09-18 11:47:58.159324
1310,attachment,Spree::Asset,541,1310,2020-09-18 11:48:05.959844
1311,attachment,Spree::Asset,542,1311,2020-09-18 11:48:13.947519
1312,attachment,Spree::Asset,543,1312,2020-09-18 11:48:26.341950
1313,attachment,Spree::Asset,544,1313,2020-09-18 11:48:35.069148
1314,attachment,Spree::Asset,545,1314,2020-09-18 11:48:45.816047
1315,attachment,Spree::Asset,546,1315,2020-09-18 11:48:52.274746
1316,attachment,Spree::Asset,547,1316,2020-09-18 11:48:59.091232
1317,attachment,Spree::Asset,548,1317,2020-09-18 11:49:35.808458
1318,attachment,Spree::Asset,549,1318,2020-09-18 11:49:43.471748
1319,attachment,Spree::Asset,550,1319,2020-09-18 11:49:50.644520
1320,attachment,Spree::Asset,551,1320,2020-09-18 11:49:57.869152
1321,attachment,Spree::Asset,552,1321,2020-09-18 11:50:08.774874
1322,attachment,Spree::Asset,553,1322,2020-09-18 11:52:14.466352
1323,attachment,Spree::Asset,554,1323,2020-09-18 11:52:34.873488
1324,attachment,Spree::Asset,555,1324,2020-09-18 11:54:00.121268
1325,attachment,Spree::Asset,556,1325,2020-09-18 11:55:04.829959
1326,attachment,Spree::Asset,251,1326,2020-09-18 11:55:27.347404
1328,attachment,Spree::Asset,252,1328,2020-09-18 11:56:07.093017
1329,attachment,Spree::Asset,557,1329,2020-09-18 11:58:50.799707
1330,attachment,Spree::Asset,558,1330,2020-09-18 11:59:28.481531
1331,attachment,Spree::Asset,559,1331,2020-09-18 11:59:35.130028
1332,attachment,Spree::Asset,560,1332,2020-09-18 12:00:17.015693
1333,attachment,Spree::Asset,561,1333,2020-09-18 12:02:30.832256
1334,attachment,Spree::Asset,562,1334,2020-09-18 12:03:12.564205
1335,attachment,Spree::Asset,563,1335,2020-09-18 12:04:29.497778
1336,attachment,Spree::Asset,564,1336,2020-09-18 12:04:36.466104
1337,attachment,Spree::Asset,565,1337,2020-09-18 13:46:13.392229
1338,attachment,Spree::Asset,566,1338,2020-09-18 13:46:22.954407
1339,attachment,Spree::Asset,567,1339,2020-09-18 13:48:31.756352
